Что,Где,Когда,Кто,Тип,Столбец 6,Оценка,Откуда,Тэги,Жанр,Фича,РАЗНЕСЛИ:,6884,,,,,,
 ,Пришло треков: 47,, ,,,,,,,,,,,,,,,
1) Marcin — HOW MUSIC WORKS (Proving I'm Not Fake Once And For All),https://youtu.be/zbfKFa-reBE,16:50,laitsberg,заказ,,атлична++,,solo instrument,оркестровое,,,,,,,,,
2) Scott Bradlee’s Postmodern Jukebox feat. Haley Reinhart — Creep (Radiohead — Creep; Cover),https://www.youtube.com/watch?v=m3lF2qEA2cw&list=WL&index=3,37:15,Rtur,донат,,атлична,,,джаз,,,,,,,,,
3) Melanie C feat. Lisa 'Left Eye' Lopes — Never Be the Same Again,https://www.youtube.com/watch?v=2nEzfa43VF8,51:05,meganekka,заказ,,хорошечно-,,,фанк / поп,,,,,,,,,
4) Taku Iwasaki — Kinpaku {Напряжение / Voltage / 緊迫} [OST; Akame ga Kill! / Убийца Акамэ!],https://open.spotify.com/track/5SqTw8fKtVIs8I8r7G7Riq?si=4884da0b45a54ac0,1:02:05,arantear,донат,,атлична+,Аниме,,оркестровое / фолк / инструментал,,,,,,,,,
5) Timmy Trumpet & SCNDL — Bleed (Мистер Дудец; Full edition),https://www.youtube.com/watch?v=QMMgjjGugHE,1:10:35,lombada_rola,заказ,,нормас,,,электронное / инструментал,,,,,,,,,
6) UVERworld — Touch off (ПОВТОР: СТРИМ №2; 39 трек от dzahaines) [1 Opening The Promised Neverland / Обещанный Неверлэнд],https://open.spotify.com/track/3fPKBKKDNS1VFsVjkTmRFw?si=oYppzsvtRs6m3lrtIis9XQ,1:20:55,lacew8i8ng,повтор,,атлична - -,Аниме,,рок / электронное,,,,,,,,,
"7) Paul Romero, Rob King & Steve Baca — Combat - Fortress (Fortress Battle Theme) [OST; Heroes of Might and Magic V / Герои меча и магии V]",https://youtu.be/f_nUM3k4R8A?si=FixX9wJ6ELnr1puv,1:32:20,Влад Горшков,донат,,хорошечно-,Игра,,инструментал / оркестровое,,,,,,,,,
8) Chris Christodoulou — They Might As Well Be Dead [Risk of Rain 2: Survivors of the Void OST],https://youtu.be/VTJcLE_VVX8?si=MZEgtVF3IKknyQ6x,2:02:20,oparolingstone,заказ,,атлична-,,,инди / инструментал / рок,,,,,,,,,
9) 9Lana — KYUBI {Девятихвостый / Nine-Tailed Fox / 九尾},https://youtu.be/l70B7oRYKoo?si=jZ4jihrbxHwXUF5i,2:14:00,Madao,заказ,,гениально - -,,,поп / электронное,,,,,,,,,
"10) Vaundy — Saikai {Воссоединение / Reunion / 再会} [1 Opening The Summer Hikaru Died / Лето, когда погас свет]",https://www.youtube.com/watch?v=mN5rUsrzrj8,2:29:10,gian_blackbell,заказ,,гениально - -,Аниме,,инди / поп-рок,,,,,,,,,
11) Anthony Vincent — Creep (Radiohead — Creep; Cover),https://m.youtube.com/watch?v=w-NzvaFuhsE,2:46:40,trivia_holic,донат,,атлична-,,,метал,,,,,,,,,
12) Lisa Komine — Resuscitated Hope [1 Ending Gosick / Госик],https://vk.com/audio-193656510_456240494_6b8b0ff0b55f3afb46,2:59:45,AndrLord,долг Х4☠️,,нормас++,Аниме,,рок,,,,,,,,,
13) VEJERES — Совесть должна направлять {Conscience guides},https://open.spotify.com/track/6Uis467noZdH4C3YO6j4Co?si=8e34a0e5d1e34d0e,3:17:30,kiberbuller,донат,,кринж-контент,,,инди,,,,,,,,,
14) Ado — MAGIC [1 Opening Cat's Eye / Кошачий глаз],https://youtu.be/l0WArCNh6G0?si=Z0FvEX1LDKJW6dIJ,3:31:45,AnonymousAdomin; vio_kim,заказ,,атлична-,Аниме,,фанк / поп,,,,,,,,,
15) Illdisposed — Wake Up Dead (Megadeth - Wake Up Dead; Cover),https://open.spotify.com/track/2hO6rDm6uq50ue4DnttxJq?si=a283916d843143f0,4:04:05,MeinJurer,донат,,хорошечно,,,метал,,,,,,,,,
16) Darren Korb feat. Ashley Barrett & Judy Alice Lee — Moonlight Guide Us [OST; Hades II / Hades 2],https://www.youtube.com/watch?v=QrCfUga8AbE&list=PL53mjgVKFq7yeq21XhibC8izNSVlPCsNP&index=38,4:22:00,SinWarlock,долг Х2,,хорошечно+,Игра,,разное / инди,,,,,,,,,
17) KANKAN & FAKE TYPE. — Bloody Mary,https://youtu.be/iYHC-_WnkiQ,4:30:05,AndrLord,донат,,атлична - -,,,поп ,,,,,,,,,
18) Hakos Baelz & Inugami Korone — BITE! Kamu! BITE! {BITE! Кусай! BITE! / BITE! Bite!! BITE! / BITE! カム! BITE!},https://youtu.be/LYnhN_49tpE,4:45:45,AShibaT,долг,,хорошечно-,,,поп ,,,,,,,,,
19) Sergey Golovin — Winter Sun,https://open.spotify.com/track/6vPHYDvU2hvilsMmpHbXcw?si=7cfb6b08b02247e0,4:59:20,MeinJurer,донат,,атлична - -,,,инди / поп-рок / инструментал,,,,,,,,,
20) Arisa Komiya — Perfect SEKAI {Perfect WORLD} (Character Song; Сейю Dia Kurosawa) [OST; Love Live! Sunshine!! / Живая любовь! Сияние!!],https://youtu.be/umyV8sR-jh8?si=v5azV3yTgdNVoXF0,5:28:30,Napporaivo; kumashisan,заказ,,нормас++,Аниме,,поп / фолк,,,,,,,,,
21) P.T. Adamczyk — Syndicate [Gwent: The Witcher Card Game OST],https://youtu.be/o45I1-H3JsY?si=VFQrsq99GCSgbDrN,5:42:25,Влад Горшков,донат,,атлична,,,оркестровое / фолк / инструментал,,,,,,,,,
22) Glenn Stafford — Terran One (Terran Theme 1) [StarCraft OST],https://www.youtube.com/watch?v=gPxTmUhkwGU,5:58:50,upucka18,заказ,,атлична - -,Игра,,инструментал / инди / поп-рок,,,,,,,,,
23) Игорь Зимов — Тик Так {Tick ​​Tock},https://www.youtube.com/watch?v=RmqFumE0NTY,6:16:10,wend1g,донат,,нормас++,,,инди,,,,,,,,,
24) Richard Clayderman — La Cumparsita {Кумпарсита / La Cumparsita} (Gerardo Matos Rodríguez - La Cumparsita; Cover),https://www.youtube.com/watch?v=mgd3clrAi1A,6:26:10,Rtur,долг Х5⚰️,,нормас++,,,фолк / поп,,,,,,,,,
"25) HOYO-MiX — Night Falls, Everyone, Close Your Eyes [Honkai: Star Rail OST]",https://youtu.be/bFDqlynGl64?si=0Cm59PlLWOzcvZJt,6:49:50,laitsberg,донат,,атлична,Игра,,электронное / инструментал / оркестровое,,,,,,,,,
26) HOYO-MiX — Lygus Boss Theme (Game Version) [Honkai: Star Rail OST],https://music.youtube.com/watch?v=8EyFgUqtFK8&si=Dq2Oh95sKpy_iZ7D,6:58:10,Летта; EpicFire,долг Х4☠️,,атлична-,Игра,,электронное / инструментал,,,,,,,,,
27) devalon — Edith the Gray Eagle [OST; Black Souls II],https://www.youtube.com/watch?v=rdvAeZRgEpo,7:07:40,wend1g,донат,,нормас,Игра,,оркестровая / метал,,,,,,,,,
28) Omoi feat. Hatsune Miku — Teo {За руку / By the hand / テオ},https://open.spotify.com/track/0avbIGWVb4n7CcbomSEogt?si=f562c27e7c2c4851,7:21:20,Акума,долг Х3💀,,нормас++,,,метал / поп,,,,,,,,,
СТРИМ №171 (6.11.25),https://vkvideo.ru/video-182074546_456239265,, ,,,,,,,,,,,,,,,
ДОЛГОВОЙ, ,, ,,,,,,,,,,,,,,,
"1) Enrique Iglesias feat. Sean Paul, Descemer Bueno & Gente De Zona — Bailando {Dancing} (Spanish Version)",https://youtu.be/NUsoVlDFqZg?si=KfNJaYsONBnyl1fV,20:05,Cherfrish,долг Х10☄️,,хорошечно - -,,,поп / фолк,,,,,,,,,
2) Darren Korb feat. Louis Cole — The End of Time [OST; Hades II / Hades 2],https://www.youtube.com/watch?v=m94IhgcfXOA,33:10,Boevaya_riba,заказ,,атлична - -,Игра,progressive,рок / инди / инструментал,,,,,,,,,
3) Suga Shikao — Nobody Knows [1 Opening xxxHOLiC: Kei / Триплексоголик: Продолжение],https://www.youtube.com/watch?v=VVkOcvokfBY,46:00,meganekka,долг Х7🥀,,хорошечно-,Аниме,,фанк,,,,,,,,,
"4) Eric Huebner — Études pour piano, Livre 1: No.1. Désordre (composer György Ligeti)",https://open.spotify.com/track/05Tu3Xy53OpCTVRxbthgzx,58:25,Triple_AI,долг Х6👻,,атлична,,"solo instrument, progressive",оркестровое / инструментал,,,,,,,,,
5) Who-ya Extended — CRY OUT CRY OVER {CRU OUT CRY OVER} [1 Opening Onmyo Kaiten Re:Birth Verse: / Цикл оммёдзи: Перерождение],https://www.youtube.com/watch?v=vchCprjoiHY,1:09:35,DzenDish,долг Х5⚰️,,хорошечно - -,Аниме,,метал,,,,,,,,,
6) HOYO-MiX — Across Dimming Asterisms [Genshin Impact OST],https://music.youtube.com/watch?v=YvLZzUcyDWY&si=Xt2bGg87tx0-8aOd,1:23:05,Летта; EpicFire,долг Х4☠️,,хорошечно++,Игра,,инструментал / оркестровое / фолк,,,,,,,,,
7) Yuri O — Predator of the Abyss [L_Ender's Cataclysm OST],https://open.spotify.com/track/0Ft3CFl3HgKM7mma27Kg1W?si=2755c392efd3497e,1:56:15,UnknownSekorsky,долг Х3💀,,ну такое++,Игра,,оркестровое / метал / инструментал,,,,,,,,,
8) Maiki P — Darling Game Over Love {Darling Game Over Love / Daarin Geemu Oobaa Rabu / ダーリンゲームオーバーラブ} (Maiki P feat. Hatsune Miku - Darling Game Over Love; Self Cover),https://www.youtube.com/watch?v=j8J6dqs2Reg,2:13:25,LegalizeMeToo,долг Х2,,атлична - -,,,рок / электронное,,,,,,,,,
9) Hakos Baelz — Play Dice! (ORIGINAL MV),https://youtu.be/na6bysYNuS0?si=_Uw_XkAkSX__1IFI,2:26:00,AShibaT,долг,,атлична - -,,,электронное / поп,,,,,,,,,
СТРИМ №170 (1.11.25),https://vkvideo.ru/video-182074546_456239273,, ,,,,,,,,,,,,,,,
 ,Пришло треков: 42,, ,,,,,,,,,,,,,,,
1) Mecano — Hijo de la Luna (Videoclip),https://www.youtube.com/watch?v=OwGG5fX7bxY,11:10,sniffd,заказ,,атлична+,,,фолк / оркестровая,,,,,,,,,
2) DJ Sharpnel — Future Dominators (OP REMIX) [1 Opening Дневник будущего / The Future Diary / Mirai Nikki],https://soundcloud.com/winwnkfjqrit/dj-sharpnel-future-dominators?in=suunaey/sets/gaming,28:45,egorkasprigorca,донат,,нормас++,Аниме,,электронное / инструментал,,,,,,,,,
3) XOLIDAYBOY — Между Строчек {Between the Lines} (Lorien Testard & Alice Duport-Percier — Lumière; Original),https://open.spotify.com/track/7fEWIfGqgbQ4yHUKKfVS9c?si=d67b84d3e7cf490f,49:05,говяжий анус,долг Х9🌑,,"хорошечно++ / кринж-контент (жулик, не воруй!)",,,баллада / оркестровое,,,,,,,,,
4) SALUKI feat. FEDUK & FRIENDLY THUG 52 NGG — BOY$,https://open.spotify.com/track/2iJZhnGTPMuCiutBrmtAvh?si=MVAf_EWeRGCwg5Ke4BgaUQ,1:02:40,ayl1es,донат,,гениально - -,,,рэп ,,,,,,,,,
5) mididuck — matches,https://open.spotify.com/track/65j7T556pzIoqAZ2wFqmCI?si=b6a034a02f654587,1:24:35,Empersey,долг Х6👻,,атлична - -,,,поп-рок ,,,,,,,,,
6) Girls Dead Monster feat. LiSA — Thousand Enemies [OST; Angel Beats! / Ангельские ритмы],https://open.spotify.com/track/3WoTwA6dHdzitae9RocBcQ?si=fG4k_81PRAqUt7ph6qHnHw,1:30:05,egorkasprigorca,донат,,нормас,Аниме,,поп-рок,,,,,,,,,
7) Слава КПСС — Ради детей {For Children},https://open.spotify.com/track/4RKCBNmOi9NmwU2EB4ENrS?si=bbd0e1e66080487a,1:44:30,randerban,заказ,,атлична - -,,,рэп,,,,,,,,,
8) Inugami Korone — Doggy god's street,https://youtu.be/wLNTAMY1NZA,2:07:55,AShibaT,донат,,хорошечно-,,,поп / рэп / джаз,,,,,,,,,
9) Austin Wintory — The Road of Trials [Journey OST],https://www.youtube.com/watch?v=hdG-e_Joc8Q&list=RDhdG-e_Joc8Q&start_radio=1,2:25:55,Noveske,долг Х4☠️,,атлична+,Игра,,оркестровое / фолк / инструментал,,,,,,,,,
10) Самат Умаров — САМАЯ ХУДШАЯ МУЗЫКА В МИРЕ КОМРОЗИЦИЯ 3,https://youtu.be/YQoYOcFo7IE?si=mNyFwXGLkOPpqHMt,2:42:40,Влад Горшков,донат,,кринж-контент+,,,разное / инструментал,,,,,,,,,
"11) The Frames — Seven Day Mile [OST;  House, M.D. Season 6 / Доктор Хаус 6 сезон]",https://open.spotify.com/track/4iOqtRpy3tzsrZVALdD0TU?si=60fc998027444096,2:54:40,Hantrik,долг Х3💀,,гениально - -,Фильм,,инди / поп,,,,,,,,,
12) Fuck Shit Up — Солнышко {Sun} (DEMO - Солнышко; Cover),https://vk.com/audio448956334_456239275_0ef89c206773f1c87c,3:05:15,MeinJurer,донат,,нормас - -,,,метал,,,,,,,,,
13) Tommy heavenly6 — Papermoon [2 Opening Soul Eater / Пожиратель душ],https://animethemes.moe/anime/soul_eater/OP2-NCBD1080,3:20:10,AShibaT,долг Х2,,нормас++,Аниме,,рок,,,,,,,,,
14) Stereo Honey — 1000 Names,https://music.yandex.ru/track/63302691?utm_source=desktop&utm_medium=copy_link,3:51:00,Indie Anthems,донат,,хорошечно-,,,инди / поп-рок,,,,,,,,,
15) Kenshi Yonezu & Hikaru Utada — JANE DOE [Ending Chainsaw Man the Movie: Reze Arc / Человек-бензопила: История Резе],https://www.youtube.com/watch?v=sPLqsLsooJY&list=RDsPLqsLsooJY&start_radio=1,4:00:10,Летта; Sendy Polaris,долг,,атлична+,Аниме,,поп / баллада / электронное,,,,,,,,,
16) Otyken — Alaska (Official Music Video),https://www.youtube.com/watch?v=qDvdxlJsRKQ,4:14:05,Rtur,донат,,атлична - -,,,фолк / электронное,,,,,,,,,
17) Toby Fox — Ruder Buster (Chapters 3+4) [Deltarune OST],https://open.spotify.com/track/1pzBe2vFkYc7RvieibXO8b?si=1eb35e7fd93b4edf,4:28:20,dvwinner,долг Х9🌑,,хорошечно-,Игра,,электронное / инструментал,,,,,,,,,
18) Nima Fakhrara — Connor Main Theme [Detroit: Become Human OST],https://youtu.be/gnwfekwZRLM?si=GjTo2cAqKyZIMGdv,4:35:35,Indie Anthems,донат,,атлична+,Игра,,электронное / оркестровое / инструментал,,,,,,,,,
19) Fish in a Birdcage — Rule #21 - Momento Mori,https://open.spotify.com/track/2RGcuZJYIvA7sFx38WLhQK,4:52:50,Triple_AI,долг Х6👻,,атлична-,,,инди ,,,,,,,,,
20) SALUKI — Огней {OF LIGHTS},https://youtu.be/H6tNm72cMA8,5:03:05,ayl1es,донат,,хорошечно++,,,поп / рэп ,,,,,,,,,
21) Huun-Huur-Tu — Sarala,https://open.spotify.com/track/0Jx5nRG3yGntQphuuyOeNB?si=fdbea94e6eda4f0b,5:15:20,Napporaivo,долг Х5⚰️,,хорошечно,,,фолк ,,,,,,,,,
22) Стас Барецкий — Кризис {Crisis},https://youtu.be/rsVcyTSSzw8?si=ruZnHyOf0VoxLpgT,5:27:30,Влад Горшков,донат,,атлична - -,,experimental,рэп,,,,,,,,,
23) Ben Folds — Still (Producer Hans Zimmer) [OST; Over the Hedge / Лесная Братва],https://open.spotify.com/track/5rasBZY5n2yEKm6J7mypIK?si=OvB1X7qCR5uL1VXLyEYvyA,6:11:15,Sammy Willbur,долг Х4☠️,,атлична - -,Фильм,,оркестровое / инструментал,,,,,,,,,
24) SALUKI feat. Boulevard Depo — BROTHA BROTHA,https://open.spotify.com/track/4sK8eWUO2pPp0uYyBtcpS9,6:21:50,ayl1es,донат,,атлична,,,рэп,,,,,,,,,
25) UNISON SQUARE GARDEN — Micro Paradiso!,https://vimeo.com/1123183143?share=copy,6:31:20,kumashisan; Triple_AI,заказ,,хорошечно+,,,рок / поп-рок,,,,,,,,,
26) devalon — Mabel's Invitation [OST; Black Souls II],https://youtu.be/y-JuG6FkImA?si=XjAjFbfxGF1gVD1z,6:43:15,wend1g,донат,,нормас++,Игра,,оркестровое / инструментал,,,,,,,,,
27) Yorushika — Bremen {Бремен / Bremen / ブレーメン},https://youtu.be/oy6MDr6I6rM?si=-1HdBQ9szflQyi7l,6:53:55,ansmit,долг Х2,,хорошечно+,,,поп / джаз,,,,,,,,,
28) sonya XD — No Surprises (Radiohead - No Surprises; Covered by a cat; Cover),https://youtu.be/DguvkmgN5G0?si=KMecCIvq9nU_bcT7,7:04:50,Indie Anthems,донат,,нормас,,cover,разное,,,,,,,,,
29) MyGO!!!!! — Utakotoba {Utakotoba / 詩超絆} [ep 10; OST; BanG Dream! It's MyGO!!!!! / Ура мечте! Это MyGO!],https://www.youtube.com/watch?v=wJ-OebTVyvk&list=OLAK5uy_lU69e925vBMtytz6xcws0JbtR3g3VLlYg&index=9,7:13:05,LegalizeMeToo,долг,,хорошечно-,,,поп-рок,,,,,,,,,
30) devalon — White Unicorn Unis [OST; Black Souls II],https://www.youtube.com/watch?v=tpdBAUnbOPg,7:32:20,wend1g,донат,,нормас++,Игра,,оркестровое / инструментал,,,,,,,,,
31) Kaito Shoma — Hotline,https://open.spotify.com/track/6yyi8628FdcnICvPvgMq4t?si=e3be30e6d0cc4505,7:44:20,Альфарий,долг Х6👻,,хорошечно - -,Игра,,электронное / инструментал,,,,,,,,,
32) Kirinji — Kyuujitsuno Sugoshikakata {休日の過ごし方},https://music.yandex.ru/album/9211254/track/59894737?utm_medium=copy_link&ref_id=9eaa4aaf-0e3c-4fb5-8cb6-4a5ff5d28f67,7:51:55,SirVokrich,донат,,хорошечно+,,,джаз / поп,,,,,,,,,
СТРИМ №169 (30.10.25),https://vkvideo.ru/video-182074546_456239265,, ,,,,,,,,,,,,,,,
ДОЛГОВОЙ + ХЭЛЛОУИН, ,, ,,,,,,,,,,,,,,,
1) Backstreet Boys — Everybody(Backstreet's Back) (Official HD Video),https://www.youtube.com/watch?v=6M6samPEMpM,13:05,GameCloser,донат,,атлична+,,,поп,,,,,,,,,
2) FEVER 333 — Hellfire [OST; Arcane: League of Legends 2nd season / Аркейн 2],https://open.spotify.com/track/4ei9nlTAa7KUp0ZuqryhXC?si=328d232df04b4bc0,26:10,meganekka; FiLiUM,долг Х9🌑,,атлична,,,электронное ,,,,,,,,,
